Code departement;Departement;Code INSEE;Commune;Numéro de l'installation;Nom usuel de l'installation;Numéro de la fiche équipement;Equipement;Batiment;Nombre d'équipements identiques;Type d'équipement_Code;Type d'équipement;Propriétaire principal;Gestionnaire principal;Propriétaire secondaire;Gestionnaire secondaire libellé;Gestion en délégation de service public;Nombre de vestiaires avec douches;Présence d'un éclairage;Chapiteau tente;Etablissement flottant;Salle polyvalente;Restaurant et débit de boisson;Etablissement recevant du public Hôtel;Hôtel Restaurant d'altitude;Salle de danse et jeux;Etablissement de plein air;Enseignement et colo;Etablissement recevant du public Type PE;Structure gonflable;Etablissement sportif couvert;Catégorie établissement recevant du public de 1 à 5;Année de mise en service;Tranche d'année de mise en service;Nombre de place en tribune;Libellé de la nature du sol;Libellé de la nature de l'équipement;Aire d'évolution Hauteur;Aire d'évolution Longueur;Aire d'évolution Largeur;Aire d'évolution Surface;Hauteur surface évolution;Nombre de couloir / piste / poste / etc.;Nombre de vestiaire sportif;Dont nombre de vestiaire chauffé;Nombre de vestiaire arbitre enseignant;Nombre de sanitaire sportif;Nombre de sanitaire public;Ouverture exclusivement saisonnière;Equipement de proximité (ouvert 7j/7j - 24h/24h);Sono fixe;Tableau fixe;Chronométrage;Aucun aménagement d'information;Utilisateur scolaire;Utilisateur club;Utilisateur autre;Utilisateur individuel;Utilisation performance;Utilisation formation;Utilisation récréation sportive;Tranche de date de dernier travaux réalisés;Date dernier travaux réalisés;Aucun travaux réalisé;Travaux de mise en conformité avec les règlements;Normes AFNOR;Inadaptation aux attentes des usagers;Dégâts liés à des dégradations ou à une catastrophe naturelle;Vétusté normal;Accès handicapé mobilité Aire d'évolution;Accès handicapé mobilité Tribune;Accès handicapé mobilité Vestiaire;Accès handicapé mobilité sanitaire sportif;Accès handicapé mobilité sanitaire public;Accès handicapé mobilité Aucun;Accès handicapé sensoriel Aucun;Accès handicapé sensoriel Aire d'évolution;Accès handicapé sensoriel Tribune;Accès handicapé sensoriel Vestiaire;Accès handicapé sensoriel Sanitaire sportif;Accès handicapé sensoriel Public;Accueil club;Accueil salle de réunion;Accueil buvette;Accueil contrôle anti-dopage;Accueil centre médico sportif;Accueil infirmerie;Accueil bureau;Accueil réception;Accueil local rangement;Accueil autre;Accueil aucun;Non chauffé;Chauffage fuel;Chauffage gaz;Chauffage électricité;Chauffage solaire;Chauffage autre;Confort sauna;Confort bain bouillonnant;Confort bain vapeur;Confort solarium;Confort autre;Confort aucun;Démarche haute qualité environnementale;Nombre de couloirs pour les structures artificielles d'escalade;Hauteur pour les structures artificielles d'escalade;Surface pour les structures artificielles d'escalade;Présence d'une signalétique;Présence de moyen d'alerte;Accès pédestre pour le public;Accès route pour le public;Accès mécanique pour le public;Accès nautique pour le public;Accès pédestre pour les secours;Accès routier pour les secours;Accès mécanique pour les secours;Accès nautique pour les secours;Locaux techniques;Locaux pédagogiques;Existence d'une aide publique à l'investissement;Equipement inscrit au plan départemental des espaces, sites et itinéraires;Situation de l'espace ou site de pratique;Site escalade Nombre de voies;Classe fédérale mini;EquNatureClassFedeMaxi;Présence d'une tour d'arrivée;Envol treuil;EquNatureSKAltitudeBasse;EquNatureSKAltitudeHaute;EquNatureSKDebit;Total remontée;EquNatureSKNbKMSkiAlpin;EquNatureSKNbKMSkiNordique;EquNatureSHNbPisteNeigeArti;EquNatureSKSnowPark;EquNatureSKHalfpipe;EquNatureSKKmLance;EquNatureSKBorder;EquNatureSKSlalom;EquNatureSKTremplin;EquNatureSKJardinAlpin;EquNatureSKJardinNordique;EquipementTir1Non;Tir 25;EquipementTir5Non;EquipementTir1NonNon;EquipementTir2NonNon;EquipementTir3NonNon;Tir plateau;Tir autre;Développement de la piste en mètre;Longueur de ligne droite;Nombre de couloir en ligne droite;Nombre de couloir hors ligne droite;Rivière de steeple;Système d'aide à la surveillance;Nombre d'aires de saut;Nombre d'aires de saut en hauteur;Nombre d'aires de saut en longueur;Nombre d'aires de saut en longueur et triple saut;Nombre d'aires de saut en sautoir perche;Nombre d'aires de lancer;Nombre d'aires de poids;Nombre d'aires de disque;Nombre d'aires de javelot;Nombre d'aires de marteau;Nombre d'aires de lancer mixte disque/marteau;Forme du bassin;Longueur du bassin;Largeur du bassin;Surface du bassin;Profondeur mini;Profondeur maxi;Nombre de couloirs;Surface des plages;Nombre total de tremplins;Nombre de tremplins de 1 m;Nombre de tremplins de 3 m;Nombre total de plateformes;Nombre de plateformes de 3 m;Nombre de plateformes de 5 m;Nombre de plateformes de 7,5 m;Nombre de plateformes de 10 m;Machine à vagues;Toboggan;Pentaglisse;Rivière;Système d'immersion personne handicapée;Fond mobile;Mur ou aileron mobile;Eclairage subaquatique;Sonorisation subaquatique;Autre aménagement;Présence pataugeoire;Coordonnées GPS longitude;Coordonnées GPS latitude;Date de création de la fiche équipement;Date de mise à jour de la fiche équipement;localisation
44.0;Loire-Atlantique;44105;Mouais;441050003;Circuit Pedestre;217621;Sentier Nature;;1;3012;Boucle de randonnée;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2000;1995-2004;0;Surface naturelle;Site naturel aménagé;;2800.00;1.00;2800.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.644146;47.696171;28/11/2005 00:00;02/05/2017 00:00;47.696171, -1.644146
44.0;Loire-Atlantique;44105;Mouais;441050004;Site de Loisirs;257219;Plan d'Eau;;1;2420;Site de pêche;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1980;1975-1984;0;Surface naturelle;Site naturel aménagé;;500.00;50.00;25000.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Rivière fleuve;;;;Non;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.642068;47.695721;20/12/2005 00:00;02/05/2017 00:00;47.695721, -1.642068
44.0;Loire-Atlantique;44105;Mouais;441050004;Site de Loisirs;257229;Terrain de Pétanque;;1;202;Terrain de pétanque;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1990;1985-1994;0;Stabilisé/cendrée;Découvert;;15.00;10.00;150.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.643426;47.696274;20/12/2005 00:00;02/05/2017 00:00;47.696274, -1.643426
44.0;Loire-Atlantique;44105;Mouais;441050004;Site de Loisirs;257235;Crapa;;1;1301;Parcours sportif/santé;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2001;1995-2004;0;Surface naturelle;Découvert;;500.00;1.00;500.00;;9;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.643426;47.696274;20/12/2005 00:00;02/05/2017 00:00;47.696274, -1.643426
44.0;Loire-Atlantique;44105;Mouais;441050004;Site de Loisirs;257256;Terrain de Beach Volley;;1;2902;Terrain de beach-volley;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2005;A partir de 2005;0;Sable;Découvert;;30.00;10.00;300.00;;0;0;Non;0;Non;Non;Non;Oui;Non;Non;Non;Oui;1;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.643426;47.696274;20/12/2005 00:00;02/05/2017 00:00;47.696274, -1.643426
44.0;Loire-Atlantique;44105;Mouais;441050005;Site de Ball Trap;274970;Terrain de Ball-Trap;;1;1403;Pas de tir aux plateaux;Association(s);Association(s);Privé non commercial;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2000;1995-2004;0;Surface naturelle;Découvert;;600.00;200.00;120000.00;;3;0;Non;0;Non;Non;Non;Non;Non;Non;Non;Oui;;1;1;;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non-concerne;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.64959278;47.70604223;12/06/2006 00:00;02/05/2017 00:00;47.70604223, -1.64959278
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060001;Plage du Pre Vincent;68243;Base Nautique Claude Georget;;1;2401;Site d'activités aquatiques et nautiques;Commune;Commune;Commune;Association(s);Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;5;1965;1965-1974;0;Surface naturelle;Site naturel aménagé;.00;60.00;30.00;1800.00;;0;3;Oui;0;Oui;Oui;Non;Non;Non;Non;Non;Oui;1;1;1;1;1;1;1;2010;A partir de 2005;Non;Non;Non;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Oui;Oui;Oui;Non;Mer/océan;;;;Non;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.00682;47.06295;02/08/2005 00:00;19/05/2014 00:00;47.06295, -2.00682
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060001;Plage du Pre Vincent;213986;Zone de Baignade;;1;2402;Baignade aménagée;Commune;Commune;Etat;Commune;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1980;1975-1984;0;Surface naturelle;Site naturel aménagé;;300.00;150.00;45000.00;;0;0;Non;0;Non;Oui;Oui;Non;Non;Non;Non;Oui;;;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Non-concerne;Non-concerne;Oui;Non;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Oui;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;Oui;Non;Non;Non;Mer/océan;;;;Non;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.0078;47.06284;22/11/2005 00:00;02/05/2017 00:00;47.06284, -2.0078
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060001;Plage du Pre Vincent;281970;Terrain de Volley;;1;2902;Terrain de beach-volley;Commune;Commune;;;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2006;A partir de 2005;0;Sable;Découvert;;30.00;20.00;600.00;;0;0;Non;0;Non;Oui;Oui;Oui;Non;Non;Non;Oui;;;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.00694;47.06318;14/08/2007 00:00;02/05/2017 00:00;47.06318, -2.00694
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060002;Espace Multisports;69867;Plateau Multisports;;1;1701;Plateau EPS/Multisports/city-stades;Commune;Commune;Commune;Commune;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;5;2002;1995-2004;0;Bitume;Découvert;;40.00;40.00;1600.00;;0;0;Non;0;Non;Oui;Non;Oui;Non;Non;Non;Oui;1;;1;1;;1;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.0033;47.06147;02/08/2005 00:00;02/05/2017 00:00;47.06147, -2.0033
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060002;Espace Multisports;69868;Courts de Tennis;;2;501;Court de tennis;Commune;Commune;Commune;;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;5;1990;1985-1994;0;Béton;Découvert;;36.00;18.00;648.00;;0;0;Non;0;Non;Oui;Non;Non;Non;Non;Non;Oui;1;1;;1;1;1;1;2008;A partir de 2005;Non;Non;Non;Non;Non;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.00398;47.06162;02/08/2005 00:00;02/05/2017 00:00;47.06162, -2.00398
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060004;Centre Hippique de la Mer;214017;Carrière;;2;901;Carrière;Etablissement privé commercial;Privé non commercial;Etablissement privé commercial;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;1995;1995-2004;0;Sable;Découvert;;60.00;20.00;1200.00;;0;1;Non;0;Oui;Non;Non;Non;Non;Non;Non;Oui;1;1;1;1;1;1;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Oui;Oui;Non-concerne;Non;Oui;Non;Non-concerne;Non;Non;Non-concerne;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.99764;47.05572;22/11/2005 00:00;02/05/2017 00:00;47.05572, -1.99764
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060004;Centre Hippique de la Mer;214018;Manège;;1;903;Manège;Etablissement privé commercial;Etablissement privé commercial;Etablissement privé commercial;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;2000;1995-2004;0;Sable;Intérieur;5.00;35.00;15.00;525.00;;0;1;Non;0;Oui;Non;Non;Non;Non;Non;Non;Oui;1;1;;1;1;1;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Non;Oui;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.9982;47.05521;22/11/2005 00:00;10/12/2012 00:00;47.05521, -1.9982
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060007;Espace Jean Varnier;215027;Grande Salle;;1;2201;Salles polyvalentes / des fêtes / non spécialisées;Commune;Commune;Commune;;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;4;1993;1985-1994;0;Carrelage;Intérieur;5.00;30.00;10.00;300.00;;0;0;Non;0;Non;Oui;Non;Non;Non;Non;Non;Oui;;1;1;1;1;1;1;2004;1995-2004;Non;Non;Non;Oui;Non;Non;Oui;Non-concerne;Non-concerne;Non-concerne;Oui;Non;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.99715934;47.06547813;23/11/2005 00:00;18/06/2014 00:00;47.06547813, -1.99715934
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060007;Espace Jean Varnier;215036;Salle Multi-Activités;;1;2201;Salles polyvalentes / des fêtes / non spécialisées;Commune;Commune;Commune;;Non;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;4;1993;1985-1994;0;Carrelage;Intérieur;5.00;10.00;7.00;70.00;;0;0;Non;0;Non;Oui;Non;Non;Non;Non;Non;Oui;1;1;1;;;1;1;;;Oui;Non;Non;Non;Non;Non;Oui;Non-concerne;Non-concerne;Non-concerne;Oui;Non;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.99379;47.06523;23/11/2005 00:00;18/06/2014 00:00;47.06523, -1.99379
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060007;Espace Jean Varnier;215048;Boulodrome;;3;202;Terrain de pétanque;Commune;Commune;Commune;;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Non;Non;Non;Non;5;1993;1985-1994;0;Stabilisé/cendrée;Découvert;;70.00;60.00;420.00;;1;1;Non;0;Oui;Oui;Non;Oui;Non;Non;Non;Oui;;1;1;1;1;1;1;2010;A partir de 2005;Non;Non;Non;Oui;Non;Non;Non;Non-concerne;Oui;Oui;Oui;Non;Oui;Non;Non-concerne;Non;Non;Non;Oui;Non;Oui;Non;Non;Non;Oui;Non;Oui;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.99395;47.06443;23/11/2005 00:00;02/05/2017 00:00;47.06443, -1.99395
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060008;Port du Collet;214076;Port du Collet;;1;2417;Port de plaisance;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;Avant 1945;0;Surface naturelle;Site naturel aménagé;.00;300.00;.00;.00;;60;0;Non;0;Non;Oui;Non;Non;Non;Non;Non;Oui;;;;1;;;1;2004;1995-2004;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Non;Oui;Oui;Non;Oui;Oui;Oui;Non;Oui;Non;Non;Oui;Non;Rivière fleuve;;;;Non;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-1.974;47.02889;23/11/2005 00:00;19/05/2014 00:00;47.02889, -1.974
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060009;Circuits de Randonnees;214084;Circuit Campagne;;1;3012;Boucle de randonnée;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;1985-1994;0;Surface naturelle;Site naturel aménagé;.00;12000.00;.00;.00;;0;0;Non;0;Non;Oui;Non;Oui;Non;Non;Non;Oui;;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.00065;47.0629;23/11/2005 00:00;18/06/2014 00:00;47.0629, -2.00065
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060009;Circuits de Randonnees;272712;Circuit Pédestre du Collet;;1;3012;Boucle de randonnée;Commune;Commune;Commune;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;;;1995-2004;0;Surface naturelle;Site naturel aménagé;.00;9000.00;.00;.00;;0;0;Non;0;Non;Oui;Non;Oui;Non;Non;Non;Oui;1;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Non;Non;Oui;Oui;Non;Non;Oui;Oui;Non;Non;Non;Non;Oui;Non;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.00075;47.06294;07/04/2006 00:00;18/06/2014 00:00;47.06294, -2.00075
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060009;Circuits de Randonnees;310679;Circuit Côtier;;1;3012;Boucle de randonnée;Commune;Commune;;;Non;Non;Non;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;;1995-2004;0;Surface naturelle;Site naturel aménagé;.00;6500.00;.00;.00;;;0;Non;0;Non;Oui;Non;Oui;Non;Non;Non;Oui;;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.00065;47.0629;22/07/2010 00:00;18/06/2014 00:00;47.0629, -2.00065
44.0;Loire-Atlantique;44106;Moutiers-en-Retz;441060009;Circuits de Randonnees;310684;Circuit Vélo Ostréo-Sali-Culture;;1;3012;Boucle de randonnée;Commune;Commune;;;Non;Non;Non;Non;Non;Non;;;;;Non;Non;Non;Non;Non;;;1995-2004;0;Bitume;Site naturel aménagé;.00;17000.00;.00;.00;;0;0;Non;0;Non;Oui;Non;Oui;Non;Non;Non;Oui;;1;1;1;;;1;;;Oui;Non;Non;Non;Non;Non;Non;Non-concerne;Non-concerne;Non-concerne;Non;Oui;Oui;Non;Non-concerne;Non-concerne;Non-concerne;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Oui;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Oui;Non;;;;Oui;Non;Non;Oui;Non;Non;Non;Oui;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;-2.00082;47.06289;22/07/2010 00:00;18/06/2014 00:00;47.06289, -2.00082
